date,run_date,area,contract,contract_sort,rule,buy_price,sell_price,profit
2026-03-01,2026-03-15,AT,00:00-00:15,0,DA_IDA1,65.78,62.25,-3.530000000000001
2026-03-01,2026-03-15,AT,00:15-00:30,15,DA_IDA1,67.28,62.99,-4.289999999999999
2026-03-01,2026-03-15,AT,00:30-00:45,30,DA_IDA1,64.81,58.9,-5.910000000000004
2026-03-01,2026-03-15,AT,00:45-01:00,45,DA_IDA1,60.27,55.61,-4.660000000000004
2026-03-01,2026-03-15,AT,01:00-01:15,60,DA_IDA1,73.43,66.4,-7.030000000000001
2026-03-01,2026-03-15,AT,01:15-01:30,75,DA_IDA1,65.7,62.01,-3.690000000000005
2026-03-01,2026-03-15,AT,01:30-01:45,90,DA_IDA1,62.5,56.55,-5.950000000000003
2026-03-01,2026-03-15,AT,01:45-02:00,105,DA_IDA1,58.59,52.44,-6.150000000000006
2026-03-01,2026-03-15,AT,02:00-02:15,120,DA_IDA1,63.77,56.61,-7.160000000000004
2026-03-01,2026-03-15,AT,02:15-02:30,135,DA_IDA1,62.34,52.63,-9.71
2026-03-01,2026-03-15,AT,02:30-02:45,150,DA_IDA1,64.37,55.99,-8.380000000000003
2026-03-01,2026-03-15,AT,02:45-03:00,165,DA_IDA1,66.68,57.91,-8.77000000000001
2026-03-01,2026-03-15,AT,03:00-03:15,180,DA_IDA1,60.74,54.48,-6.260000000000005
2026-03-01,2026-03-15,AT,03:15-03:30,195,DA_IDA1,62.28,57.56,-4.719999999999999
2026-03-01,2026-03-15,AT,03:30-03:45,210,DA_IDA1,65.99,61.83,-4.159999999999997
2026-03-01,2026-03-15,AT,03:45-04:00,225,DA_IDA1,71.09,63.96,-7.130000000000003
2026-03-01,2026-03-15,AT,04:00-04:15,240,DA_IDA1,59.27,59.3,0.02999999999999403
2026-03-01,2026-03-15,AT,04:15-04:30,255,DA_IDA1,64.24,62.75,-1.4899999999999949
2026-03-01,2026-03-15,AT,04:30-04:45,270,DA_IDA1,72.36,66.01,-6.349999999999994
2026-03-01,2026-03-15,AT,04:45-05:00,285,DA_IDA1,76.16,72.0,-4.159999999999997
2026-03-01,2026-03-15,AT,05:00-05:15,300,DA_IDA1,69.48,58.0,-11.480000000000004
2026-03-01,2026-03-15,AT,05:15-05:30,315,DA_IDA1,69.7,62.85,-6.850000000000001
2026-03-01,2026-03-15,AT,05:30-05:45,330,DA_IDA1,70.56,66.47,-4.090000000000003
2026-03-01,2026-03-15,AT,05:45-06:00,345,DA_IDA1,72.65,67.32,-5.3300000000000125
2026-03-01,2026-03-15,AT,06:00-06:15,360,DA_IDA1,65.17,60.7,-4.469999999999999
2026-03-01,2026-03-15,AT,06:15-06:30,375,DA_IDA1,71.44,67.45,-3.989999999999995
2026-03-01,2026-03-15,AT,06:30-06:45,390,DA_IDA1,73.86,69.01,-4.849999999999994
2026-03-01,2026-03-15,AT,06:45-07:00,405,DA_IDA1,73.42,66.74,-6.680000000000007
2026-03-01,2026-03-15,AT,07:00-07:15,420,DA_IDA1,72.98,68.4,-4.579999999999998
2026-03-01,2026-03-15,AT,07:15-07:30,435,DA_IDA1,72.81,69.6,-3.210000000000008
2026-03-01,2026-03-15,AT,07:30-07:45,450,DA_IDA1,71.22,65.24,-5.980000000000004
2026-03-01,2026-03-15,AT,07:45-08:00,465,DA_IDA1,58.21,54.56,-3.6499999999999986
2026-03-01,2026-03-15,AT,08:00-08:15,480,DA_IDA1,71.31,70.82,-0.4900000000000091
2026-03-01,2026-03-15,AT,08:15-08:30,495,DA_IDA1,59.56,66.0,6.439999999999998
2026-03-01,2026-03-15,AT,08:30-08:45,510,DA_IDA1,47.88,52.67,4.789999999999999
2026-03-01,2026-03-15,AT,08:45-09:00,525,DA_IDA1,44.49,48.55,4.059999999999995
2026-03-01,2026-03-15,AT,09:00-09:15,540,DA_IDA1,50.5,45.0,-5.5
2026-03-01,2026-03-15,AT,09:15-09:30,555,DA_IDA1,27.26,30.0,2.7399999999999984
2026-03-01,2026-03-15,AT,09:30-09:45,570,DA_IDA1,11.13,15.01,3.879999999999999
2026-03-01,2026-03-15,AT,09:45-10:00,585,DA_IDA1,0.11,10.11,10.0
2026-03-01,2026-03-15,AT,10:00-10:15,600,DA_IDA1,0.86,16.06,15.2
2026-03-01,2026-03-15,AT,10:15-10:30,615,DA_IDA1,0.0,7.0,7.0
2026-03-01,2026-03-15,AT,10:30-10:45,630,DA_IDA1,-0.06,5.0,5.06
2026-03-01,2026-03-15,AT,10:45-11:00,645,DA_IDA1,-0.81,1.0,1.81
2026-03-01,2026-03-15,AT,11:00-11:15,660,DA_IDA1,0.01,10.0,9.99
2026-03-01,2026-03-15,AT,11:15-11:30,675,DA_IDA1,0.0,10.0,10.0
2026-03-01,2026-03-15,AT,11:30-11:45,690,DA_IDA1,-0.01,7.0,7.01
2026-03-01,2026-03-15,AT,11:45-12:00,705,DA_IDA1,-0.1,12.38,12.48
2026-03-01,2026-03-15,AT,12:00-12:15,720,DA_IDA1,-0.1,7.0,7.1
2026-03-01,2026-03-15,AT,12:15-12:30,735,DA_IDA1,-0.11,1.89,2.0
2026-03-01,2026-03-15,AT,12:30-12:45,750,DA_IDA1,-0.25,-0.04,0.21
2026-03-01,2026-03-15,AT,12:45-13:00,765,DA_IDA1,-1.0,-2.29,-1.29
2026-03-01,2026-03-15,AT,13:00-13:15,780,DA_IDA1,-1.01,-4.97,-3.96
2026-03-01,2026-03-15,AT,13:15-13:30,795,DA_IDA1,-1.03,-4.27,-3.2399999999999993
2026-03-01,2026-03-15,AT,13:30-13:45,810,DA_IDA1,-1.0,-1.5,-0.5
2026-03-01,2026-03-15,AT,13:45-14:00,825,DA_IDA1,-0.11,-1.11,-1.0
2026-03-01,2026-03-15,AT,14:00-14:15,840,DA_IDA1,-1.0,-6.01,-5.01
2026-03-01,2026-03-15,AT,14:15-14:30,855,DA_IDA1,-0.06,-1.0,-0.94
2026-03-01,2026-03-15,AT,14:30-14:45,870,DA_IDA1,0.0,0.32,0.32
2026-03-01,2026-03-15,AT,14:45-15:00,885,DA_IDA1,1.03,11.3,10.270000000000001
2026-03-01,2026-03-15,AT,15:00-15:15,900,DA_IDA1,0.0,0.72,0.72
2026-03-01,2026-03-15,AT,15:15-15:30,915,DA_IDA1,0.13,12.01,11.879999999999999
2026-03-01,2026-03-15,AT,15:30-15:45,930,DA_IDA1,36.79,37.75,0.9600000000000009
2026-03-01,2026-03-15,AT,15:45-16:00,945,DA_IDA1,77.45,69.45,-8.0
2026-03-01,2026-03-15,AT,16:00-16:15,960,DA_IDA1,40.98,45.41,4.43
2026-03-01,2026-03-15,AT,16:15-16:30,975,DA_IDA1,68.79,67.44,-1.3500000000000085
2026-03-01,2026-03-15,AT,16:30-16:45,990,DA_IDA1,105.1,96.21,-8.89
2026-03-01,2026-03-15,AT,16:45-17:00,1005,DA_IDA1,119.56,111.01,-8.549999999999997
2026-03-01,2026-03-15,AT,17:00-17:15,1020,DA_IDA1,102.9,96.54,-6.359999999999999
2026-03-01,2026-03-15,AT,17:15-17:30,1035,DA_IDA1,112.04,108.06,-3.980000000000004
2026-03-01,2026-03-15,AT,17:30-17:45,1050,DA_IDA1,124.27,119.99,-4.280000000000001
2026-03-01,2026-03-15,AT,17:45-18:00,1065,DA_IDA1,127.05,120.0,-7.049999999999997
2026-03-01,2026-03-15,AT,18:00-18:15,1080,DA_IDA1,117.89,117.63,-0.2600000000000051
2026-03-01,2026-03-15,AT,18:15-18:30,1095,DA_IDA1,120.48,115.39,-5.090000000000003
2026-03-01,2026-03-15,AT,18:30-18:45,1110,DA_IDA1,122.14,118.43,-3.7099999999999937
2026-03-01,2026-03-15,AT,18:45-19:00,1125,DA_IDA1,119.92,117.47,-2.450000000000003
2026-03-01,2026-03-15,AT,19:00-19:15,1140,DA_IDA1,114.82,118.0,3.180000000000007
2026-03-01,2026-03-15,AT,19:15-19:30,1155,DA_IDA1,113.08,113.22,0.14000000000000057
2026-03-01,2026-03-15,AT,19:30-19:45,1170,DA_IDA1,108.91,108.66,-0.25
2026-03-01,2026-03-15,AT,19:45-20:00,1185,DA_IDA1,107.97,103.0,-4.969999999999999
2026-03-01,2026-03-15,AT,20:00-20:15,1200,DA_IDA1,110.82,113.0,2.180000000000007
2026-03-01,2026-03-15,AT,20:15-20:30,1215,DA_IDA1,105.4,105.0,-0.4000000000000057
2026-03-01,2026-03-15,AT,20:30-20:45,1230,DA_IDA1,101.79,102.0,0.20999999999999375
2026-03-01,2026-03-15,AT,20:45-21:00,1245,DA_IDA1,94.29,92.99,-1.3000000000000114
2026-03-01,2026-03-15,AT,21:00-21:15,1260,DA_IDA1,101.73,102.85,1.1199999999999903
2026-03-01,2026-03-15,AT,21:15-21:30,1275,DA_IDA1,95.49,99.0,3.510000000000005
2026-03-01,2026-03-15,AT,21:30-21:45,1290,DA_IDA1,94.03,93.73,-0.29999999999999716
2026-03-01,2026-03-15,AT,21:45-22:00,1305,DA_IDA1,88.44,87.0,-1.4399999999999977
2026-03-01,2026-03-15,AT,22:00-22:15,1320,DA_IDA1,100.9,100.8,-0.10000000000000853
2026-03-01,2026-03-15,AT,22:15-22:30,1335,DA_IDA1,93.25,94.0,0.75
2026-03-01,2026-03-15,AT,22:30-22:45,1350,DA_IDA1,88.6,92.0,3.4000000000000057
2026-03-01,2026-03-15,AT,22:45-23:00,1365,DA_IDA1,81.39,80.92,-0.46999999999999886
2026-03-01,2026-03-15,AT,23:00-23:15,1380,DA_IDA1,85.03,86.95,1.9200000000000017
2026-03-01,2026-03-15,AT,23:15-23:30,1395,DA_IDA1,82.81,82.0,-0.8100000000000023
2026-03-01,2026-03-15,AT,23:30-23:45,1410,DA_IDA1,78.46,77.08,-1.3799999999999955
2026-03-01,2026-03-15,AT,23:45-00:00,1425,DA_IDA1,64.47,64.08,-0.39000000000000057
2026-03-01,2026-03-15,AT,00:00-00:15,0,DA_IDA2,65.78,71.54,5.760000000000005
2026-03-01,2026-03-15,AT,00:15-00:30,15,DA_IDA2,67.28,63.77,-3.509999999999998
2026-03-01,2026-03-15,AT,00:30-00:45,30,DA_IDA2,64.81,57.57,-7.240000000000002
2026-03-01,2026-03-15,AT,00:45-01:00,45,DA_IDA2,60.27,47.44,-12.830000000000005
2026-03-01,2026-03-15,AT,01:00-01:15,60,DA_IDA2,73.43,58.92,-14.510000000000005
2026-03-01,2026-03-15,AT,01:15-01:30,75,DA_IDA2,65.7,57.11,-8.590000000000003
2026-03-01,2026-03-15,AT,01:30-01:45,90,DA_IDA2,62.5,46.17,-16.33
2026-03-01,2026-03-15,AT,01:45-02:00,105,DA_IDA2,58.59,40.43,-18.160000000000004
2026-03-01,2026-03-15,AT,02:00-02:15,120,DA_IDA2,63.77,52.9,-10.870000000000005
2026-03-01,2026-03-15,AT,02:15-02:30,135,DA_IDA2,62.34,43.86,-18.480000000000004
2026-03-01,2026-03-15,AT,02:30-02:45,150,DA_IDA2,64.37,44.35,-20.020000000000003
2026-03-01,2026-03-15,AT,02:45-03:00,165,DA_IDA2,66.68,44.47,-22.210000000000008
2026-03-01,2026-03-15,AT,03:00-03:15,180,DA_IDA2,60.74,46.58,-14.160000000000004
2026-03-01,2026-03-15,AT,03:15-03:30,195,DA_IDA2,62.28,48.9,-13.380000000000003
2026-03-01,2026-03-15,AT,03:30-03:45,210,DA_IDA2,65.99,50.37,-15.619999999999997
2026-03-01,2026-03-15,AT,03:45-04:00,225,DA_IDA2,71.09,52.26,-18.830000000000005
2026-03-01,2026-03-15,AT,04:00-04:15,240,DA_IDA2,59.27,50.19,-9.080000000000005
2026-03-01,2026-03-15,AT,04:15-04:30,255,DA_IDA2,64.24,56.06,-8.179999999999993
2026-03-01,2026-03-15,AT,04:30-04:45,270,DA_IDA2,72.36,59.86,-12.5
2026-03-01,2026-03-15,AT,04:45-05:00,285,DA_IDA2,76.16,61.89,-14.269999999999996
2026-03-01,2026-03-15,AT,05:00-05:15,300,DA_IDA2,69.48,56.77,-12.71
2026-03-01,2026-03-15,AT,05:15-05:30,315,DA_IDA2,69.7,59.4,-10.300000000000004
2026-03-01,2026-03-15,AT,05:30-05:45,330,DA_IDA2,70.56,62.53,-8.030000000000001
2026-03-01,2026-03-15,AT,05:45-06:00,345,DA_IDA2,72.65,63.99,-8.660000000000004
2026-03-01,2026-03-15,AT,06:00-06:15,360,DA_IDA2,65.17,57.83,-7.340000000000003
2026-03-01,2026-03-15,AT,06:15-06:30,375,DA_IDA2,71.44,63.99,-7.449999999999996
2026-03-01,2026-03-15,AT,06:30-06:45,390,DA_IDA2,73.86,65.13,-8.730000000000004
2026-03-01,2026-03-15,AT,06:45-07:00,405,DA_IDA2,73.42,64.03,-9.39
2026-03-01,2026-03-15,AT,07:00-07:15,420,DA_IDA2,72.98,65.03,-7.950000000000003
2026-03-01,2026-03-15,AT,07:15-07:30,435,DA_IDA2,72.81,64.0,-8.810000000000002
2026-03-01,2026-03-15,AT,07:30-07:45,450,DA_IDA2,71.22,63.51,-7.710000000000001
2026-03-01,2026-03-15,AT,07:45-08:00,465,DA_IDA2,58.21,53.25,-4.960000000000001
2026-03-01,2026-03-15,AT,08:00-08:15,480,DA_IDA2,71.31,62.99,-8.32
2026-03-01,2026-03-15,AT,08:15-08:30,495,DA_IDA2,59.56,51.71,-7.850000000000001
2026-03-01,2026-03-15,AT,08:30-08:45,510,DA_IDA2,47.88,46.31,-1.5700000000000003
2026-03-01,2026-03-15,AT,08:45-09:00,525,DA_IDA2,44.49,39.02,-5.469999999999999
2026-03-01,2026-03-15,AT,09:00-09:15,540,DA_IDA2,50.5,43.54,-6.960000000000001
2026-03-01,2026-03-15,AT,09:15-09:30,555,DA_IDA2,27.26,30.04,2.7799999999999976
2026-03-01,2026-03-15,AT,09:30-09:45,570,DA_IDA2,11.13,12.69,1.5599999999999987
2026-03-01,2026-03-15,AT,09:45-10:00,585,DA_IDA2,0.11,1.5,1.39
2026-03-01,2026-03-15,AT,10:00-10:15,600,DA_IDA2,0.86,4.42,3.56
2026-03-01,2026-03-15,AT,10:15-10:30,615,DA_IDA2,0.0,0.0,0.0
2026-03-01,2026-03-15,AT,10:30-10:45,630,DA_IDA2,-0.06,0.0,0.06
2026-03-01,2026-03-15,AT,10:45-11:00,645,DA_IDA2,-0.81,-0.42,0.39000000000000007
2026-03-01,2026-03-15,AT,11:00-11:15,660,DA_IDA2,0.01,2.32,2.31
2026-03-01,2026-03-15,AT,11:15-11:30,675,DA_IDA2,0.0,-0.5,-0.5
2026-03-01,2026-03-15,AT,11:30-11:45,690,DA_IDA2,-0.01,-0.5,-0.49
2026-03-01,2026-03-15,AT,11:45-12:00,705,DA_IDA2,-0.1,-0.81,-0.7100000000000001
2026-03-01,2026-03-15,AT,12:00-12:15,720,DA_IDA2,-0.1,0.42,0.52
2026-03-01,2026-03-15,AT,12:15-12:30,735,DA_IDA2,-0.11,-0.3,-0.19
2026-03-01,2026-03-15,AT,12:30-12:45,750,DA_IDA2,-0.25,-0.81,-0.56
2026-03-01,2026-03-15,AT,12:45-13:00,765,DA_IDA2,-1.0,-0.81,0.18999999999999995
2026-03-01,2026-03-15,AT,13:00-13:15,780,DA_IDA2,-1.01,-0.85,0.16000000000000003
2026-03-01,2026-03-15,AT,13:15-13:30,795,DA_IDA2,-1.03,-0.99,0.040000000000000036
2026-03-01,2026-03-15,AT,13:30-13:45,810,DA_IDA2,-1.0,-0.81,0.18999999999999995
2026-03-01,2026-03-15,AT,13:45-14:00,825,DA_IDA2,-0.11,-0.81,-0.7000000000000001
2026-03-01,2026-03-15,AT,14:00-14:15,840,DA_IDA2,-1.0,-2.1,-1.1
2026-03-01,2026-03-15,AT,14:15-14:30,855,DA_IDA2,-0.06,1.21,1.27
2026-03-01,2026-03-15,AT,14:30-14:45,870,DA_IDA2,0.0,1.39,1.39
2026-03-01,2026-03-15,AT,14:45-15:00,885,DA_IDA2,1.03,10.0,8.97
2026-03-01,2026-03-15,AT,15:00-15:15,900,DA_IDA2,0.0,7.18,7.18
2026-03-01,2026-03-15,AT,15:15-15:30,915,DA_IDA2,0.13,15.99,15.86
2026-03-01,2026-03-15,AT,15:30-15:45,930,DA_IDA2,36.79,39.96,3.1700000000000017
2026-03-01,2026-03-15,AT,15:45-16:00,945,DA_IDA2,77.45,66.95,-10.5
2026-03-01,2026-03-15,AT,16:00-16:15,960,DA_IDA2,40.98,48.33,7.350000000000001
2026-03-01,2026-03-15,AT,16:15-16:30,975,DA_IDA2,68.79,70.8,2.009999999999991
2026-03-01,2026-03-15,AT,16:30-16:45,990,DA_IDA2,105.1,96.22,-8.879999999999995
2026-03-01,2026-03-15,AT,16:45-17:00,1005,DA_IDA2,119.56,124.77,5.209999999999994
2026-03-01,2026-03-15,AT,17:00-17:15,1020,DA_IDA2,102.9,97.91,-4.990000000000009
2026-03-01,2026-03-15,AT,17:15-17:30,1035,DA_IDA2,112.04,107.18,-4.859999999999999
2026-03-01,2026-03-15,AT,17:30-17:45,1050,DA_IDA2,124.27,115.27,-9.0
2026-03-01,2026-03-15,AT,17:45-18:00,1065,DA_IDA2,127.05,117.24,-9.810000000000002
2026-03-01,2026-03-15,AT,18:00-18:15,1080,DA_IDA2,117.89,120.13,2.239999999999995
2026-03-01,2026-03-15,AT,18:15-18:30,1095,DA_IDA2,120.48,122.01,1.5300000000000011
2026-03-01,2026-03-15,AT,18:30-18:45,1110,DA_IDA2,122.14,128.4,6.260000000000005
2026-03-01,2026-03-15,AT,18:45-19:00,1125,DA_IDA2,119.92,124.97,5.049999999999997
2026-03-01,2026-03-15,AT,19:00-19:15,1140,DA_IDA2,114.82,123.69,8.870000000000005
2026-03-01,2026-03-15,AT,19:15-19:30,1155,DA_IDA2,113.08,124.27,11.189999999999998
2026-03-01,2026-03-15,AT,19:30-19:45,1170,DA_IDA2,108.91,116.25,7.340000000000003
2026-03-01,2026-03-15,AT,19:45-20:00,1185,DA_IDA2,107.97,111.16,3.1899999999999977
2026-03-01,2026-03-15,AT,20:00-20:15,1200,DA_IDA2,110.82,123.69,12.870000000000005
2026-03-01,2026-03-15,AT,20:15-20:30,1215,DA_IDA2,105.4,115.0,9.599999999999994
2026-03-01,2026-03-15,AT,20:30-20:45,1230,DA_IDA2,101.79,115.0,13.209999999999994
2026-03-01,2026-03-15,AT,20:45-21:00,1245,DA_IDA2,94.29,108.4,14.11
2026-03-01,2026-03-15,AT,21:00-21:15,1260,DA_IDA2,101.73,125.91,24.179999999999993
2026-03-01,2026-03-15,AT,21:15-21:30,1275,DA_IDA2,95.49,112.3,16.810000000000002
2026-03-01,2026-03-15,AT,21:30-21:45,1290,DA_IDA2,94.03,109.0,14.969999999999999
2026-03-01,2026-03-15,AT,21:45-22:00,1305,DA_IDA2,88.44,105.01,16.570000000000007
2026-03-01,2026-03-15,AT,22:00-22:15,1320,DA_IDA2,100.9,116.72,15.819999999999993
2026-03-01,2026-03-15,AT,22:15-22:30,1335,DA_IDA2,93.25,115.06,21.810000000000002
2026-03-01,2026-03-15,AT,22:30-22:45,1350,DA_IDA2,88.6,91.98,3.3800000000000097
2026-03-01,2026-03-15,AT,22:45-23:00,1365,DA_IDA2,81.39,89.14,7.75
2026-03-01,2026-03-15,AT,23:00-23:15,1380,DA_IDA2,85.03,89.31,4.280000000000001
2026-03-01,2026-03-15,AT,23:15-23:30,1395,DA_IDA2,82.81,86.37,3.5600000000000023
2026-03-01,2026-03-15,AT,23:30-23:45,1410,DA_IDA2,78.46,83.51,5.050000000000011
2026-03-01,2026-03-15,AT,23:45-00:00,1425,DA_IDA2,64.47,69.29,4.820000000000007
2026-03-01,2026-03-15,AT,12:00-12:15,720,DA_IDA3,-0.1,13.7,13.799999999999999
2026-03-01,2026-03-15,AT,12:15-12:30,735,DA_IDA3,-0.11,7.2,7.3100000000000005
2026-03-01,2026-03-15,AT,12:30-12:45,750,DA_IDA3,-0.25,-0.81,-0.56
2026-03-01,2026-03-15,AT,12:45-13:00,765,DA_IDA3,-1.0,-0.81,0.18999999999999995
2026-03-01,2026-03-15,AT,13:00-13:15,780,DA_IDA3,-1.01,-0.81,0.19999999999999996
2026-03-01,2026-03-15,AT,13:15-13:30,795,DA_IDA3,-1.03,-0.81,0.21999999999999997
2026-03-01,2026-03-15,AT,13:30-13:45,810,DA_IDA3,-1.0,-0.81,0.18999999999999995
2026-03-01,2026-03-15,AT,13:45-14:00,825,DA_IDA3,-0.11,-0.81,-0.7000000000000001
2026-03-01,2026-03-15,AT,14:00-14:15,840,DA_IDA3,-1.0,-0.81,0.18999999999999995
2026-03-01,2026-03-15,AT,14:15-14:30,855,DA_IDA3,-0.06,-0.81,-0.75
2026-03-01,2026-03-15,AT,14:30-14:45,870,DA_IDA3,0.0,-0.8,-0.8
2026-03-01,2026-03-15,AT,14:45-15:00,885,DA_IDA3,1.03,9.99,8.96
2026-03-01,2026-03-15,AT,15:00-15:15,900,DA_IDA3,0.0,-2.01,-2.01
2026-03-01,2026-03-15,AT,15:15-15:30,915,DA_IDA3,0.13,7.7,7.57
2026-03-01,2026-03-15,AT,15:30-15:45,930,DA_IDA3,36.79,32.43,-4.359999999999999
2026-03-01,2026-03-15,AT,15:45-16:00,945,DA_IDA3,77.45,59.76,-17.690000000000005
2026-03-01,2026-03-15,AT,16:00-16:15,960,DA_IDA3,40.98,42.93,1.9500000000000028
2026-03-01,2026-03-15,AT,16:15-16:30,975,DA_IDA3,68.79,73.78,4.989999999999995
2026-03-01,2026-03-15,AT,16:30-16:45,990,DA_IDA3,105.1,105.15,0.05000000000001137
2026-03-01,2026-03-15,AT,16:45-17:00,1005,DA_IDA3,119.56,103.72,-15.840000000000003
2026-03-01,2026-03-15,AT,17:00-17:15,1020,DA_IDA3,102.9,104.58,1.6799999999999926
2026-03-01,2026-03-15,AT,17:15-17:30,1035,DA_IDA3,112.04,108.3,-3.740000000000009
2026-03-01,2026-03-15,AT,17:30-17:45,1050,DA_IDA3,124.27,115.0,-9.269999999999996
2026-03-01,2026-03-15,AT,17:45-18:00,1065,DA_IDA3,127.05,118.4,-8.649999999999991
2026-03-01,2026-03-15,AT,18:00-18:15,1080,DA_IDA3,117.89,119.0,1.1099999999999994
2026-03-01,2026-03-15,AT,18:15-18:30,1095,DA_IDA3,120.48,119.71,-0.7700000000000102
2026-03-01,2026-03-15,AT,18:30-18:45,1110,DA_IDA3,122.14,112.44,-9.700000000000003
2026-03-01,2026-03-15,AT,18:45-19:00,1125,DA_IDA3,119.92,108.7,-11.219999999999999
2026-03-01,2026-03-15,AT,19:00-19:15,1140,DA_IDA3,114.82,120.29,5.470000000000013
2026-03-01,2026-03-15,AT,19:15-19:30,1155,DA_IDA3,113.08,120.75,7.670000000000002
2026-03-01,2026-03-15,AT,19:30-19:45,1170,DA_IDA3,108.91,111.86,2.950000000000003
2026-03-01,2026-03-15,AT,19:45-20:00,1185,DA_IDA3,107.97,107.29,-0.6799999999999926
2026-03-01,2026-03-15,AT,20:00-20:15,1200,DA_IDA3,110.82,120.27,9.450000000000003
2026-03-01,2026-03-15,AT,20:15-20:30,1215,DA_IDA3,105.4,115.37,9.969999999999999
2026-03-01,2026-03-15,AT,20:30-20:45,1230,DA_IDA3,101.79,104.44,2.6499999999999915
2026-03-01,2026-03-15,AT,20:45-21:00,1245,DA_IDA3,94.29,99.92,5.6299999999999955
2026-03-01,2026-03-15,AT,21:00-21:15,1260,DA_IDA3,101.73,117.3,15.569999999999993
2026-03-01,2026-03-15,AT,21:15-21:30,1275,DA_IDA3,95.49,110.64,15.150000000000006
2026-03-01,2026-03-15,AT,21:30-21:45,1290,DA_IDA3,94.03,97.33,3.299999999999997
2026-03-01,2026-03-15,AT,21:45-22:00,1305,DA_IDA3,88.44,89.09,0.6500000000000057
2026-03-01,2026-03-15,AT,22:00-22:15,1320,DA_IDA3,100.9,97.29,-3.6099999999999994
2026-03-01,2026-03-15,AT,22:15-22:30,1335,DA_IDA3,93.25,94.77,1.519999999999996
2026-03-01,2026-03-15,AT,22:30-22:45,1350,DA_IDA3,88.6,89.17,0.5700000000000074
2026-03-01,2026-03-15,AT,22:45-23:00,1365,DA_IDA3,81.39,87.86,6.469999999999999
2026-03-01,2026-03-15,AT,23:00-23:15,1380,DA_IDA3,85.03,89.18,4.150000000000006
2026-03-01,2026-03-15,AT,23:15-23:30,1395,DA_IDA3,82.81,88.13,5.319999999999993
2026-03-01,2026-03-15,AT,23:30-23:45,1410,DA_IDA3,78.46,87.47,9.010000000000005
2026-03-01,2026-03-15,AT,23:45-00:00,1425,DA_IDA3,64.47,87.21,22.739999999999995
2026-03-01,2026-03-15,AT,00:00-00:15,0,IDA1_IDA2,62.25,71.54,9.290000000000006
2026-03-01,2026-03-15,AT,00:15-00:30,15,IDA1_IDA2,62.99,63.77,0.7800000000000011
2026-03-01,2026-03-15,AT,00:30-00:45,30,IDA1_IDA2,58.9,57.57,-1.3299999999999983
2026-03-01,2026-03-15,AT,00:45-01:00,45,IDA1_IDA2,55.61,47.44,-8.170000000000002
2026-03-01,2026-03-15,AT,01:00-01:15,60,IDA1_IDA2,66.4,58.92,-7.480000000000004
2026-03-01,2026-03-15,AT,01:15-01:30,75,IDA1_IDA2,62.01,57.11,-4.899999999999999
2026-03-01,2026-03-15,AT,01:30-01:45,90,IDA1_IDA2,56.55,46.17,-10.379999999999995
2026-03-01,2026-03-15,AT,01:45-02:00,105,IDA1_IDA2,52.44,40.43,-12.009999999999998
2026-03-01,2026-03-15,AT,02:00-02:15,120,IDA1_IDA2,56.61,52.9,-3.710000000000001
2026-03-01,2026-03-15,AT,02:15-02:30,135,IDA1_IDA2,52.63,43.86,-8.770000000000003
2026-03-01,2026-03-15,AT,02:30-02:45,150,IDA1_IDA2,55.99,44.35,-11.64
2026-03-01,2026-03-15,AT,02:45-03:00,165,IDA1_IDA2,57.91,44.47,-13.439999999999998
2026-03-01,2026-03-15,AT,03:00-03:15,180,IDA1_IDA2,54.48,46.58,-7.899999999999999
2026-03-01,2026-03-15,AT,03:15-03:30,195,IDA1_IDA2,57.56,48.9,-8.660000000000004
2026-03-01,2026-03-15,AT,03:30-03:45,210,IDA1_IDA2,61.83,50.37,-11.46
2026-03-01,2026-03-15,AT,03:45-04:00,225,IDA1_IDA2,63.96,52.26,-11.700000000000003
2026-03-01,2026-03-15,AT,04:00-04:15,240,IDA1_IDA2,59.3,50.19,-9.11
2026-03-01,2026-03-15,AT,04:15-04:30,255,IDA1_IDA2,62.75,56.06,-6.689999999999998
2026-03-01,2026-03-15,AT,04:30-04:45,270,IDA1_IDA2,66.01,59.86,-6.150000000000006
2026-03-01,2026-03-15,AT,04:45-05:00,285,IDA1_IDA2,72.0,61.89,-10.11
2026-03-01,2026-03-15,AT,05:00-05:15,300,IDA1_IDA2,58.0,56.77,-1.2299999999999969
2026-03-01,2026-03-15,AT,05:15-05:30,315,IDA1_IDA2,62.85,59.4,-3.450000000000003
2026-03-01,2026-03-15,AT,05:30-05:45,330,IDA1_IDA2,66.47,62.53,-3.9399999999999977
2026-03-01,2026-03-15,AT,05:45-06:00,345,IDA1_IDA2,67.32,63.99,-3.329999999999991
2026-03-01,2026-03-15,AT,06:00-06:15,360,IDA1_IDA2,60.7,57.83,-2.8700000000000045
2026-03-01,2026-03-15,AT,06:15-06:30,375,IDA1_IDA2,67.45,63.99,-3.460000000000001
2026-03-01,2026-03-15,AT,06:30-06:45,390,IDA1_IDA2,69.01,65.13,-3.8800000000000097
2026-03-01,2026-03-15,AT,06:45-07:00,405,IDA1_IDA2,66.74,64.03,-2.7099999999999937
2026-03-01,2026-03-15,AT,07:00-07:15,420,IDA1_IDA2,68.4,65.03,-3.3700000000000045
2026-03-01,2026-03-15,AT,07:15-07:30,435,IDA1_IDA2,69.6,64.0,-5.599999999999994
